food_id,food_name,category,cuisine,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,saturated_fat_g,sodium_mg,potassium_mg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,zinc_mg,vitamin_a_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_b12_mcg,cholesterol_mg,water_g,glycemic_index,meal_type,diet_tags,allergens,is_vegan,is_vegetarian,is_halal
CX017487,Cultured Cheese Whole Milk (200G),Milk,Global,200,193.2,12.0,12.0,10.8,0.0,0.0,6.0,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017488,Cultured Cheese Whole Milk (250G),Milk,Global,250,241.6,15.0,15.0,13.5,0.0,0.0,7.5,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017489,Cultured Yogurt Whole Milk (100G),Milk,Global,100,92.8,5.9,6.0,5.0,0.0,0.0,3.0,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017490,Cultured Yogurt Whole Milk (150G),Milk,Global,150,139.2,8.9,9.0,7.5,0.0,0.0,4.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017491,Cultured Yogurt Whole Milk (200G),Milk,Global,200,185.6,11.9,12.0,10.0,0.0,0.0,6.0,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017492,Cultured Yogurt Whole Milk (250G),Milk,Global,250,232.0,14.9,15.0,12.5,0.0,0.0,7.5,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017493,Cultured Butter Whole Milk (100G),Milk,Global,100,100.2,5.8,6.0,5.9,0.0,0.0,3.7,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017494,Cultured Butter Whole Milk (150G),Milk,Global,150,150.3,8.7,9.0,8.8,0.0,0.0,5.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017495,Cultured Butter Whole Milk (200G),Milk,Global,200,200.4,11.6,12.0,11.8,0.0,0.0,7.3,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017496,Cultured Butter Whole Milk (250G),Milk,Global,250,250.5,14.4,15.0,14.8,0.0,0.0,9.2,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017497,Cultured Custard Whole Milk (100G),Milk,Global,100,96.6,5.8,6.0,5.5,0.0,0.0,3.0,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017498,Cultured Custard Whole Milk (150G),Milk,Global,150,144.9,8.7,9.0,8.2,0.0,0.0,4.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017499,Cultured Custard Whole Milk (200G),Milk,Global,200,193.2,11.6,12.0,11.0,0.0,0.0,6.0,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017500,Cultured Custard Whole Milk (250G),Milk,Global,250,241.5,14.4,15.0,13.8,0.0,0.0,7.5,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017501,Cultured Spread Whole Milk (100G),Milk,Global,100,94.3,5.8,6.0,5.2,0.0,0.0,3.0,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017502,Cultured Spread Whole Milk (150G),Milk,Global,150,141.5,8.7,9.0,7.9,0.0,0.0,4.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017503,Cultured Spread Whole Milk (200G),Milk,Global,200,188.7,11.6,12.0,10.5,0.0,0.0,6.0,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017504,Cultured Spread Whole Milk (250G),Milk,Global,250,235.9,14.4,15.0,13.1,0.0,0.0,7.5,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017505,Cultured Whipped Whole Milk (100G),Milk,Global,100,97.5,5.8,6.0,5.6,0.0,0.0,3.0,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017506,Cultured Whipped Whole Milk (150G),Milk,Global,150,146.2,8.7,9.0,8.4,0.0,0.0,4.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017507,Cultured Whipped Whole Milk (200G),Milk,Global,200,195.0,11.6,12.0,11.2,0.0,0.0,6.0,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017508,Cultured Whipped Whole Milk (250G),Milk,Global,250,243.8,14.4,15.0,14.0,0.0,0.0,7.5,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017509,Cultured Soft Whole Milk (100G),Milk,Global,100,92.1,5.8,6.0,5.0,0.0,0.0,3.0,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,86.7,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017510,Cultured Soft Whole Milk (150G),Milk,Global,150,138.2,8.7,9.0,7.5,0.0,0.0,4.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,130.1,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017511,Cultured Soft Whole Milk (200G),Milk,Global,200,184.2,11.6,12.0,10.0,0.0,0.0,6.0,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,173.4,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017512,Cultured Soft Whole Milk (250G),Milk,Global,250,230.2,14.4,15.0,12.5,0.0,0.0,7.5,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,216.8,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017513,Cultured Aged Whole Milk (100G),Milk,Global,100,92.6,5.9,6.0,5.0,0.0,0.0,3.0,104.5,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017514,Cultured Aged Whole Milk (150G),Milk,Global,150,138.8,8.8,9.0,7.5,0.0,0.0,4.5,156.8,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017515,Cultured Aged Whole Milk (200G),Milk,Global,200,185.1,11.8,12.0,10.0,0.0,0.0,6.0,209.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017516,Cultured Aged Whole Milk (250G),Milk,Global,250,231.4,14.7,15.0,12.5,0.0,0.0,7.5,261.2,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017521,Creamy Milk Whole Milk (100G),Milk,Global,100,95.0,5.6,6.0,5.4,0.0,0.0,3.0,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017522,Creamy Milk Whole Milk (150G),Milk,Global,150,142.6,8.4,9.0,8.1,0.0,0.0,4.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017523,Creamy Milk Whole Milk (200G),Milk,Global,200,190.1,11.2,12.0,10.8,0.0,0.0,6.0,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017524,Creamy Milk Whole Milk (250G),Milk,Global,250,237.6,14.0,15.0,13.5,0.0,0.0,7.5,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017525,Creamy Cheese Whole Milk (100G),Milk,Global,100,99.4,5.7,6.0,5.8,0.0,0.0,3.0,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017526,Creamy Cheese Whole Milk (150G),Milk,Global,150,149.1,8.6,9.0,8.7,0.0,0.0,4.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017527,Creamy Cheese Whole Milk (200G),Milk,Global,200,198.7,11.4,12.0,11.7,0.0,0.0,6.0,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017528,Creamy Cheese Whole Milk (250G),Milk,Global,250,248.4,14.3,15.0,14.6,0.0,0.0,7.5,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017529,Creamy Yogurt Whole Milk (100G),Milk,Global,100,95.3,5.7,6.0,5.4,0.0,0.0,3.0,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017530,Creamy Yogurt Whole Milk (150G),Milk,Global,150,142.9,8.5,9.0,8.1,0.0,0.0,4.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017531,Creamy Yogurt Whole Milk (200G),Milk,Global,200,190.5,11.3,12.0,10.8,0.0,0.0,6.0,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017532,Creamy Yogurt Whole Milk (250G),Milk,Global,250,238.2,14.2,15.0,13.5,0.0,0.0,7.5,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017533,Creamy Butter Whole Milk (100G),Milk,Global,100,103.3,5.5,6.0,6.4,0.0,0.0,3.7,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017534,Creamy Butter Whole Milk (150G),Milk,Global,150,155.0,8.2,9.0,9.6,0.0,0.0,5.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017535,Creamy Butter Whole Milk (200G),Milk,Global,200,206.7,11.0,12.0,12.7,0.0,0.0,7.3,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017536,Creamy Butter Whole Milk (250G),Milk,Global,250,258.4,13.8,15.0,15.9,0.0,0.0,9.2,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017537,Creamy Custard Whole Milk (100G),Milk,Global,100,99.5,5.5,6.0,5.9,0.0,0.0,3.0,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017538,Creamy Custard Whole Milk (150G),Milk,Global,150,149.2,8.2,9.0,8.9,0.0,0.0,4.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017539,Creamy Custard Whole Milk (200G),Milk,Global,200,198.9,11.0,12.0,11.9,0.0,0.0,6.0,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017540,Creamy Custard Whole Milk (250G),Milk,Global,250,248.7,13.8,15.0,14.9,0.0,0.0,7.5,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017541,Creamy Spread Whole Milk (100G),Milk,Global,100,97.0,5.5,6.0,5.7,0.0,0.0,3.0,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017542,Creamy Spread Whole Milk (150G),Milk,Global,150,145.5,8.2,9.0,8.5,0.0,0.0,4.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017543,Creamy Spread Whole Milk (200G),Milk,Global,200,194.1,11.0,12.0,11.3,0.0,0.0,6.0,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017544,Creamy Spread Whole Milk (250G),Milk,Global,250,242.6,13.8,15.0,14.2,0.0,0.0,7.5,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017545,Creamy Whipped Whole Milk (100G),Milk,Global,100,100.4,5.5,6.0,6.0,0.0,0.0,3.0,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017546,Creamy Whipped Whole Milk (150G),Milk,Global,150,150.6,8.2,9.0,9.1,0.0,0.0,4.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017547,Creamy Whipped Whole Milk (200G),Milk,Global,200,200.9,11.0,12.0,12.1,0.0,0.0,6.0,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017548,Creamy Whipped Whole Milk (250G),Milk,Global,250,251.1,13.8,15.0,15.1,0.0,0.0,7.5,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017549,Creamy Soft Whole Milk (100G),Milk,Global,100,94.6,5.5,6.0,5.4,0.0,0.0,3.0,95.0,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,86.7,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017550,Creamy Soft Whole Milk (150G),Milk,Global,150,141.9,8.2,9.0,8.1,0.0,0.0,4.5,142.5,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,130.1,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017551,Creamy Soft Whole Milk (200G),Milk,Global,200,189.2,11.0,12.0,10.8,0.0,0.0,6.0,190.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,173.4,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017552,Creamy Soft Whole Milk (250G),Milk,Global,250,236.5,13.8,15.0,13.5,0.0,0.0,7.5,237.5,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,216.8,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017553,Creamy Aged Whole Milk (100G),Milk,Global,100,95.0,5.6,6.0,5.4,0.0,0.0,3.0,104.5,180.0,160.0,0.1,14.0,140.0,0.6,55.0,0.0,0.5,0.8,20.0,85.0,35.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017554,Creamy Aged Whole Milk (150G),Milk,Global,150,142.6,8.4,9.0,8.1,0.0,0.0,4.5,156.8,270.0,240.0,0.2,21.0,210.0,0.9,82.5,0.0,0.8,1.2,30.0,127.5,52.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017555,Creamy Aged Whole Milk (200G),Milk,Global,200,190.1,11.2,12.0,10.8,0.0,0.0,6.0,209.0,360.0,320.0,0.2,28.0,280.0,1.2,110.0,0.0,1.0,1.6,40.0,170.0,70.0,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX017556,Creamy Aged Whole Milk (250G),Milk,Global,250,237.6,14.0,15.0,13.5,0.0,0.0,7.5,261.2,450.0,400.0,0.2,35.0,350.0,1.5,137.5,0.0,1.2,2.0,50.0,212.5,87.5,Breakfast,Vegetarian;High Protein;Balanced,Milk,False,True,True
CX018801,Roasted Almonds (100G),Nuts,Global,100,601.0,20.0,20.0,49.0,8.0,0.0,7.0,5.0,600.0,120.0,3.0,250.0,500.0,3.5,0.0,0.0,0.0,0.0,0.0,4.7,15.0,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018802,Roasted Almonds (150G),Nuts,Global,150,901.5,30.0,30.0,73.5,12.0,0.0,10.5,7.5,900.0,180.0,4.5,375.0,750.0,5.2,0.0,0.0,0.0,0.0,0.0,7.0,22.5,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018803,Roasted Almonds (200G),Nuts,Global,200,1202.0,40.0,40.0,98.0,16.0,0.0,14.0,10.0,1200.0,240.0,6.0,500.0,1000.0,7.0,0.0,0.0,0.0,0.0,0.0,9.4,30.0,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018804,Roasted Almonds (250G),Nuts,Global,250,1502.5,50.0,50.0,122.5,20.0,0.0,17.5,12.5,1500.0,300.0,7.5,625.0,1250.0,8.8,0.0,0.0,0.0,0.0,0.0,11.8,37.5,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018833,Roasted Chia Seeds Almonds (100G),Nuts,Global,100,601.0,20.0,20.0,49.0,8.4,0.0,7.0,5.0,600.0,120.0,3.0,250.0,500.0,3.5,0.0,0.0,0.0,0.0,0.0,4.7,15.0,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018834,Roasted Chia Seeds Almonds (150G),Nuts,Global,150,901.5,30.0,30.0,73.5,12.6,0.0,10.5,7.5,900.0,180.0,4.5,375.0,750.0,5.2,0.0,0.0,0.0,0.0,0.0,7.0,22.5,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018835,Roasted Chia Seeds Almonds (200G),Nuts,Global,200,1202.0,40.0,40.0,98.0,16.8,0.0,14.0,10.0,1200.0,240.0,6.0,500.0,1000.0,7.0,0.0,0.0,0.0,0.0,0.0,9.4,30.0,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018836,Roasted Chia Seeds Almonds (250G),Nuts,Global,250,1502.5,50.0,50.0,122.5,21.0,0.0,17.5,12.5,1500.0,300.0,7.5,625.0,1250.0,8.8,0.0,0.0,0.0,0.0,0.0,11.8,37.5,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018841,Salted Almonds (100G),Nuts,Global,100,610.0,20.0,20.0,50.0,8.0,0.0,7.0,5.9,600.0,120.0,3.0,250.0,500.0,3.5,0.0,0.0,0.0,0.0,0.0,5.0,15.0,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018842,Salted Almonds (150G),Nuts,Global,150,915.0,30.0,30.0,75.0,12.0,0.0,10.5,8.8,900.0,180.0,4.5,375.0,750.0,5.2,0.0,0.0,0.0,0.0,0.0,7.5,22.5,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018843,Salted Almonds (200G),Nuts,Global,200,1220.0,40.0,40.0,100.0,16.0,0.0,14.0,11.8,1200.0,240.0,6.0,500.0,1000.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018844,Salted Almonds (250G),Nuts,Global,250,1525.0,50.0,50.0,125.0,20.0,0.0,17.5,14.8,1500.0,300.0,7.5,625.0,1250.0,8.8,0.0,0.0,0.0,0.0,0.0,12.5,37.5,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018873,Salted Chia Seeds Almonds (100G),Nuts,Global,100,610.0,20.0,20.0,50.0,8.4,0.0,7.0,5.9,600.0,120.0,3.0,250.0,500.0,3.5,0.0,0.0,0.0,0.0,0.0,5.0,15.0,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018874,Salted Chia Seeds Almonds (150G),Nuts,Global,150,915.0,30.0,30.0,75.0,12.6,0.0,10.5,8.8,900.0,180.0,4.5,375.0,750.0,5.2,0.0,0.0,0.0,0.0,0.0,7.5,22.5,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018875,Salted Chia Seeds Almonds (200G),Nuts,Global,200,1220.0,40.0,40.0,100.0,16.8,0.0,14.0,11.8,1200.0,240.0,6.0,500.0,1000.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018876,Salted Chia Seeds Almonds (250G),Nuts,Global,250,1525.0,50.0,50.0,125.0,21.0,0.0,17.5,14.8,1500.0,300.0,7.5,625.0,1250.0,8.8,0.0,0.0,0.0,0.0,0.0,12.5,37.5,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018881,Unsalted Almonds (100G),Nuts,Global,100,610.0,20.0,20.0,50.0,8.0,0.0,7.0,3.2,600.0,120.0,3.0,250.0,500.0,3.5,0.0,0.0,0.0,0.0,0.0,5.0,15.0,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018882,Unsalted Almonds (150G),Nuts,Global,150,915.0,30.0,30.0,75.0,12.0,0.0,10.5,4.9,900.0,180.0,4.5,375.0,750.0,5.2,0.0,0.0,0.0,0.0,0.0,7.5,22.5,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018883,Unsalted Almonds (200G),Nuts,Global,200,1220.0,40.0,40.0,100.0,16.0,0.0,14.0,6.5,1200.0,240.0,6.0,500.0,1000.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018884,Unsalted Almonds (250G),Nuts,Global,250,1525.0,50.0,50.0,125.0,20.0,0.0,17.5,8.1,1500.0,300.0,7.5,625.0,1250.0,8.8,0.0,0.0,0.0,0.0,0.0,12.5,37.5,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018913,Unsalted Chia Seeds Almonds (100G),Nuts,Global,100,610.0,20.0,20.0,50.0,8.4,0.0,7.0,3.2,600.0,120.0,3.0,250.0,500.0,3.5,0.0,0.0,0.0,0.0,0.0,5.0,15.0,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018914,Unsalted Chia Seeds Almonds (150G),Nuts,Global,150,915.0,30.0,30.0,75.0,12.6,0.0,10.5,4.9,900.0,180.0,4.5,375.0,750.0,5.2,0.0,0.0,0.0,0.0,0.0,7.5,22.5,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
CX018915,Unsalted Chia Seeds Almonds (200G),Nuts,Global,200,1220.0,40.0,40.0,100.0,16.8,0.0,14.0,6.5,1200.0,240.0,6.0,500.0,1000.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,Snack,Vegan;Vegetarian;Keto;Gluten Free;High Protein,Tree Nuts;Peanuts;Sesame,True,True,True
